MUNICIPIO_RESIDENCIA;URS;MICRO;MACRO;CodigoIBGE;Data;Grupo;Dose;Doses Aplicadas
Paula Cândido;Ponte Nova;VIÇOSA;LESTE DO SUL;314830;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Paulistas;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;314840;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pavão;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;314850;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Peçanha;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;314860;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedra Azul;Pedra Azul;PEDRA AZUL;NORDESTE;314870;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedra Bonita;Manhuaçu;CARANGOLA;SUDESTE;314875;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedra do Anta;Ponte Nova;VIÇOSA;LESTE DO SUL;314880;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedra do Indaiá;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;314890;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedra Dourada;Manhuaçu;CARANGOLA;SUDESTE;314900;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedralva;Pouso Alegre;ITAJUBÁ;SUL;314910;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedras de Maria da Cruz;Januária;JANUÁRIA;NORTE;314915;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedrinópolis;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;314920;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedro Leopoldo;Belo Horizonte;VESPASIANO;CENTRO;314930;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pedro Teixeira;Juiz de Fora;LIMA DUARTE;SUDESTE;314940;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pequeri;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;314950;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pequi;Sete Lagoas;SETE LAGOAS;CENTRO;314960;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Perdigão;Divinópolis;DIVINÓPOLIS;OESTE;314970;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Perdizes;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;314980;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Perdões;Varginha;LAVRAS;SUL;314990;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Periquito;Coronel Fabriciano;IPATINGA;VALE DO AÇO;314995;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pescador;Teófilo Otoni;ITAMBACURI;NORDESTE;315000;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piau;Juiz de Fora;JUIZ DE FORA;SUDESTE;315010;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piedade de Caratinga;Coronel Fabriciano;CARATINGA;VALE DO AÇO;315015;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piedade de Ponte Nova;Ponte Nova;PONTE NOVA;LESTE DO SUL;315020;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piedade do Rio Grande;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;315030;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piedade dos Gerais;Belo Horizonte;BETIM;CENTRO;315040;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pimenta;Passos;PIUMHI;SUL;315050;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pingo-d'Água;Coronel Fabriciano;CORONEL FABRICIANO/TIMÓTEO;VALE DO AÇO;315053;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pintópolis;Januária;Brasília de Minas/S. Francisco;NORTE;315057;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piracema;Divinópolis;ITAÚNA;OESTE;315060;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pirajuba;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;315070;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piranga;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;315080;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piranguçu;Pouso Alegre;ITAJUBÁ;SUL;315090;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piranguinho;Pouso Alegre;ITAJUBÁ;SUL;315100;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pirapetinga;Leopoldina;ALÉM PARAÍBA;SUDESTE;315110;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pirapora;Pirapora;PIRAPORA;NORTE;315120;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piraúba;Ubá;UBÁ;SUDESTE;315130;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pitangui;Divinópolis;PARÁ DE MINAS;OESTE;315140;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Piumhi;Passos;PIUMHI;SUL;315150;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Planura;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;315160;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Poço Fundo;Alfenas;ALFENAS/MACHADO;SUL;315170;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Poços de Caldas;Pouso Alegre;POÇOS DE CALDAS;SUL;315180;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pocrane;Manhuaçu;MANHUAÇU;LESTE DO SUL;315190;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pompéu;Sete Lagoas;SETE LAGOAS;CENTRO;315200;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ponte Nova;Ponte Nova;PONTE NOVA;LESTE DO SUL;315210;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ponto Chique;Pirapora;PIRAPORA;NORTE;315213;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ponto dos Volantes;Pedra Azul;ITAOBIM;NORDESTE;315217;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Porteirinha;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;315220;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Porto Firme;Ponte Nova;VIÇOSA;LESTE DO SUL;315230;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Poté;Teófilo Otoni;TEÓFILO OTONI/MALACACHETA;NORDESTE;315240;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pouso Alegre;Pouso Alegre;POUSO ALEGRE;SUL;315250;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pouso Alto;Varginha;SÃO LOURENÇO;SUL;315260;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Prados;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;315270;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Prata;Uberlândia;UBERLÂNDIA/ARAGUARI;TRIÂNGULO DO NORTE;315280;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pratápolis;Passos;SÃO SEBASTIÃO DO PARAÍSO;SUL;315290;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Pratinha;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;315300;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Presidente Bernardes;Ubá;UBÁ;SUDESTE;315310;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Presidente Juscelino;Sete Lagoas;CURVELO;CENTRO;315320;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Presidente Kubitschek;Diamantina;DIAMANTINA;JEQUITINHONHA;315330;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Presidente Olegário;Patos de Minas;PATOS DE MINAS;NOROESTE;315340;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Alto Jequitibá;Manhuaçu;MANHUAÇU;LESTE DO SUL;315350;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Prudente de Morais;Sete Lagoas;SETE LAGOAS;CENTRO;315360;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Quartel Geral;Sete Lagoas;SETE LAGOAS;CENTRO;315370;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Queluzito;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;315380;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Raposos;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;315390;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Raul Soares;Ponte Nova;PONTE NOVA;LESTE DO SUL;315400;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Recreio;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;315410;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Reduto;Manhuaçu;MANHUAÇU;LESTE DO SUL;315415;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Resende Costa;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;315420;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Resplendor;Governador Valadares;RESPLENDOR;LESTE;315430;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ressaquinha;Barbacena;BARBACENA;CENTRO SUL;315440;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Riachinho;Unaí;UNAÍ;NOROESTE;315445;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Riacho dos Machados;Montes Claros;JANAÚBA/MONTE AZUL;NORTE;315450;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ribeirão das Neves;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;315460;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ribeirão Vermelho;Varginha;LAVRAS;SUL;315470;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Acima;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;315480;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Casca;Ponte Nova;PONTE NOVA;LESTE DO SUL;315490;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Doce;Ponte Nova;PONTE NOVA;LESTE DO SUL;315500;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio do Prado;Pedra Azul;ALMENARA/JACINTO;NORDESTE;315510;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Espera;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;315520;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Manso;Belo Horizonte;BETIM;CENTRO;315530;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Novo;Juiz de Fora;JUIZ DE FORA;SUDESTE;315540;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Paranaíba;Patos de Minas;SÃO GOTARDO;NOROESTE;315550;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Pardo de Minas;Montes Claros;TAIOBEIRAS;NORTE;315560;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Piracicaba;Itabira;JOÃO MONLEVADE;CENTRO;315570;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Pomba;Ubá;UBÁ;SUDESTE;315580;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Preto;Juiz de Fora;LIMA DUARTE;SUDESTE;315590;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rio Vermelho;Diamantina;GUANHÃES;CENTRO;315600;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Ritápolis;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;315610;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rochedo de Minas;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;315620;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rodeiro;Ubá;UBÁ;SUDESTE;315630;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Romaria;Uberlândia;PATROCÍNIO/MONTE CARMELO;TRIÂNGULO DO NORTE;315640;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rosário da Limeira;Ubá;MURIAÉ;SUDESTE;315645;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rubelita;Montes Claros;SALINAS;NORTE;315650;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Rubim;Pedra Azul;ALMENARA/JACINTO;NORDESTE;315660;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sabará;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;315670;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sabinópolis;Diamantina;GUANHÃES;CENTRO;315680;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Sacramento;Uberaba;UBERABA;TRIÂNGULO DO SUL;315690;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Salinas;Montes Claros;SALINAS;NORTE;315700;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Salto da Divisa;Pedra Azul;ALMENARA/JACINTO;NORDESTE;315710;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Bárbara;Itabira;ITABIRA;CENTRO;315720;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Bárbara do Leste;Coronel Fabriciano;CARATINGA;VALE DO AÇO;315725;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Bárbara do Monte Verde;Juiz de Fora;LIMA DUARTE;SUDESTE;315727;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Bárbara do Tugúrio;Barbacena;BARBACENA;CENTRO SUL;315730;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Cruz de Minas;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;315733;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Cruz de Salinas;Montes Claros;SALINAS;NORTE;315737;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Cruz do Escalvado;Ponte Nova;PONTE NOVA;LESTE DO SUL;315740;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Efigênia de Minas;Governador Valadares;GOVERNADOR VALADARES;LESTE;315750;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Fé de Minas;Pirapora;PIRAPORA;NORTE;315760;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Helena de Minas;Teófilo Otoni;ÁGUAS FORMOSAS;NORDESTE;315765;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;200
Santa Juliana;Uberaba;ARAXÁ;TRIÂNGULO DO SUL;315770;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Luzia;Belo Horizonte;BELO HORIZONTE/NOVA LIMA/CAETÉ;CENTRO;315780;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Margarida;Manhuaçu;MANHUAÇU;LESTE DO SUL;315790;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Maria de Itabira;Itabira;ITABIRA;CENTRO;315800;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Maria do Salto;Pedra Azul;ALMENARA/JACINTO;NORDESTE;315810;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Maria do Suaçuí;Governador Valadares;SANTA MARIA DO SUAÇUÍ;LESTE;315820;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana da Vargem;Varginha;TRÊS PONTAS;SUL;315830;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana de Cataguases;Leopoldina;LEOPOLDINA/CATAGUASES;SUDESTE;315840;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana de Pirapama;Sete Lagoas;SETE LAGOAS;CENTRO;315850;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Deserto;Juiz de Fora;JUIZ DE FORA;SUDESTE;315860;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Garambéu;Barbacena;BARBACENA;CENTRO SUL;315870;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Jacaré;Divinópolis;CAMPO BELO;OESTE;315880;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;315890;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Paraíso;Coronel Fabriciano;IPATINGA;VALE DO AÇO;315895;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana do Riacho;Belo Horizonte;VESPASIANO;CENTRO;315900;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santana dos Montes;Barbacena;CONSELHEIRO LAFAIETE;CENTRO SUL;315910;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita de Caldas;Pouso Alegre;POÇOS DE CALDAS;SUL;315920;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita de Jacutinga;Juiz de Fora;LIMA DUARTE;SUDESTE;315930;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita de Minas;Coronel Fabriciano;CARATINGA;VALE DO AÇO;315935;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita de Ibitipoca;Barbacena;BARBACENA;CENTRO SUL;315940;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita do Itueto;Governador Valadares;RESPLENDOR;LESTE;315950;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rita do Sapucaí;Pouso Alegre;POUSO ALEGRE;SUL;315960;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Rosa da Serra;Patos de Minas;SÃO GOTARDO;NOROESTE;315970;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santa Vitória;Ituiutaba;ITUIUTABA;TRIÂNGULO DO NORTE;315980;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Amparo;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;315990;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Aventureiro;Leopoldina;ALÉM PARAÍBA;SUDESTE;316000;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Grama;Ponte Nova;PONTE NOVA;LESTE DO SUL;316010;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Itambé;Diamantina;SERRO;JEQUITINHONHA;316020;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Jacinto;Pedra Azul;ALMENARA/JACINTO;NORDESTE;316030;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Monte;Divinópolis;Lagoa da Prata/Sto Ant. Monte;OESTE;316040;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Retiro;Montes Claros;TAIOBEIRAS;NORTE;316045;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Antônio do Rio Abaixo;Itabira;ITABIRA;CENTRO;316050;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santo Hipólito;Sete Lagoas;CURVELO;CENTRO;316060;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
Santos Dumont;Juiz de Fora;SANTOS DUMONT;SUDESTE;316070;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Bento Abade;Varginha;TRÊS CORAÇÕES;SUL;316080;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Brás do Suaçuí;Barbacena;CONGONHAS;CENTRO SUL;316090;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Domingos das Dores;Coronel Fabriciano;CARATINGA;VALE DO AÇO;316095;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Domingos do Prata;Itabira;JOÃO MONLEVADE;CENTRO;316100;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Félix de Minas;Governador Valadares;MANTENA;LESTE;316105;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Francisco;Januária;Brasília de Minas/S. Francisco;NORTE;316110;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Francisco de Paula;Divinópolis;Oliveira/Sto Ant. Amparo;OESTE;316120;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Francisco de Sales;Uberaba;FRUTAL/ITURAMA;TRIÂNGULO DO SUL;316130;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Francisco do Glória;Ubá;MURIAÉ;SUDESTE;316140;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Geraldo;Ubá;UBÁ;SUDESTE;316150;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Geraldo da Piedade;Governador Valadares;GOVERNADOR VALADARES;LESTE;316160;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Geraldo do Baixio;Governador Valadares;GOVERNADOR VALADARES;LESTE;316165;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Gonçalo do Abaeté;Patos de Minas;PATOS DE MINAS;NOROESTE;316170;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Gonçalo do Pará;Divinópolis;DIVINÓPOLIS;OESTE;316180;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Gonçalo do Rio Abaixo;Itabira;ITABIRA;CENTRO;316190;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Gonçalo do Sapucaí;Varginha;VARGINHA;SUL;316200;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Gotardo;Patos de Minas;SÃO GOTARDO;NOROESTE;316210;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João Batista do Glória;Passos;PASSOS;SUL;316220;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João da Lagoa;Montes Claros;CORAÇÃO DE JESUS;NORTE;316225;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João da Mata;Pouso Alegre;POUSO ALEGRE;SUL;316230;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João da Ponte;Januária;Brasília de Minas/S. Francisco;NORTE;316240;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João das Missões;Januária;MANGA;NORTE;316245;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João del Rei;São João Del Rei;SÃO JOÃO DEL REI;CENTRO SUL;316250;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João do Manhuaçu;Manhuaçu;MANHUAÇU;LESTE DO SUL;316255;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João do Manteninha;Governador Valadares;MANTENA;LESTE;316257;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João do Oriente;Coronel Fabriciano;IPATINGA;VALE DO AÇO;316260;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João do Pacuí;Montes Claros;CORAÇÃO DE JESUS;NORTE;316265;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João do Paraíso;Montes Claros;TAIOBEIRAS;NORTE;316270;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João Evangelista;Governador Valadares;PEÇANHA/SÃO JOÃO EVANGELISTA;LESTE;316280;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São João Nepomuceno;Juiz de Fora;SÃO JOÃO NEPOMUCENO/BICAS;SUDESTE;316290;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São Joaquim de Bicas;Belo Horizonte;BETIM;CENTRO;316292;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José da Barra;Passos;PASSOS;SUL;316294;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José da Lapa;Belo Horizonte;VESPASIANO;CENTRO;316295;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José da Safira;Governador Valadares;GOVERNADOR VALADARES;LESTE;316300;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José da Varginha;Divinópolis;PARÁ DE MINAS;OESTE;316310;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José do Alegre;Pouso Alegre;ITAJUBÁ;SUL;316320;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;9
São José do Divino;Teófilo Otoni;ITAMBACURI;NORDESTE;316330;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
São José do Goiabal;Ponte Nova;PONTE NOVA;LESTE DO SUL;316340;25/01/2021;INDÍGENAS ALDEADOS;PRIMEIRA DOSE;0
